date,action,price,quantity,cash_after,position_value,total_value
2020-03-16,BUY,58.635765075683594,170,31.919937133789062,9968.080062866211,10000.0
2020-03-23,SELL,54.31694412231445,170,9265.800437927246,9233.880500793457,18499.680938720703
2020-06-10,BUY,85.64900207519531,108,15.708213806152344,9250.092224121094,9265.800437927246
2022-06-03,SELL,142.92227172851562,108,15451.31356048584,15435.605346679688,30886.918907165527
2022-09-26,BUY,148.42703247070312,104,14.902183532714844,15436.411376953125,15451.31356048584
2022-10-07,SELL,137.9129638671875,104,14357.850425720215,14342.9482421875,28700.798667907715
2023-03-22,BUY,155.8726806640625,92,17.563804626464844,14340.28662109375,14357.850425720215
2023-12-29,SELL,190.91366577148438,92,17581.621055603027,17564.057250976562,35145.67830657959
